X,Y,fid,objectid,cam_num,notes,location,proj,xcoord,ycoord,created_us,created_da,last_edite,last_edi_1
-8525325.1241,4764393.42420001,222,222,606, ,McElderry St - N Bradford St,BPD Cameras,-76.58429861,39.29762162, , , , 
-8525260.8247,4764563.94050001,223,223,607, ,E Monument St - N Montford Ave,BPD Cameras,-76.58372099,39.29880699, , , , 
-8525189.5802,4764720.16390001,224,224,608, ,E Madison -N Port,BPD Cameras,-76.58308099,39.299893, , , , 
-8525104.7549,4764571.7086,225,225,609, ,E Monument St - N Milton Ave,BPD Cameras,-76.582319,39.298861, , , , 
-8525010.1199,4764420.5953,226,226,610, ,McElderry St - N Rose St,BPD Cameras,-76.58146888,39.2978105, , , , 
-8524947.3491,4764579.4765,227,227,611, ,E Monument St - N Luzerne Ave,BPD Cameras,-76.580905,39.29891499, , , , 
-8524875.882,4764735.1246,228,228,612, ,E Madison St - N Glover St,BPD Cameras,-76.580263,39.299997, , , , 
-8524790.166,4764586.81290001,229,229,613, ,E Monument St - N Lakewood Ave,BPD Cameras,-76.579493,39.29896599, , , , 
-8524694.22,4764440.7495,230,230,614, ,McElderry St - N Belnord Ave,BPD Cameras,-76.5786311,39.29795061, , , , 
-8524633.4282,4764595.87550001,231,231,615, ,E Monument St - N Kenwood Ave,BPD Cameras,-76.578085,39.29902899, , , , 
-8524561.2931,4764751.81160001,232,232,616, ,E Madison St - N Streeper St,BPD Cameras,-76.57743699,39.300113, , , , 
-8524453.2643,4764434.4793,233,233,617, ,McElderry St - N Linwood Ave,BPD Cameras,-76.57646656,39.29790702, , , , 
-8524397.0969,4764607.8153,234,234,618, ,E Monument St - N Curley St,BPD Cameras,-76.575962,39.299112, , , , 
-8524297.4043,4764457.3208,235,235,619, ,McElderry St - N Potomac St,BPD Cameras,-76.57506644,39.29806581, , , , 
-8524225.1476,4764605.119,236,236,620, ,E Monument - Decker,BPD Cameras,-76.57441735,39.29909325, , , , 
-8524168.4467,4764770.5126,237,237,621, ,E Madison St - N Ellwood Ave,BPD Cameras,-76.573908,39.300243, , , , 
-8524080.8382,4764624.07040001,238,238,622, ,E Monument St - N Robinson St,BPD Cameras,-76.573121,39.29922499, , , , 
-8524405.7798,4764757.2781,239,239,623, ,E Madison St - N Curley St,BPD Cameras,-76.57604,39.300151, , , , 
-8524077.0508,4764453.73780001,240,240,624, ,McElderry St - N Robinson St,BPD Cameras,-76.57308697,39.2980409, , , , 
-8533537.4289,4765817.9668,241,241,701, ,Thomas Ave - Presbury St,BPD Cameras,-76.65807099,39.307524, , , , 
-8533542.3269,4765948.6006,242,242,701, ,Thomas Ave - Westwood Ave,BPD Cameras,-76.65811499,39.308432, , , , 
-8533549.5628,4766092.32830001,243,243,703, ,W North Ave - Thomas Ave,BPD Cameras,-76.65818,39.30943099, , , , 
-8533435.349,4765956.8011,244,244,704, ,N Warwick Ave - Westwood Ave,BPD Cameras,-76.657154,39.30848899, , , , 
-8533297.0902,4765960.39790001,245,245,705, ,Moreland Ave - Westwood Ave,BPD Cameras,-76.655912,39.30851399, , , , 
-8533306.2183,4766103.4066,246,246,706, ,W North Ave - Moreland Ave,BPD Cameras,-76.65599399,39.309508, , , , 
-8533092.1509,4765972.483,247,247,707, ,N Bentalou St - Westwood Ave,BPD Cameras,-76.65407099,39.30859799, , , , 
-8532935.747,4765982.2663,248,248,708, ,N Smallwood St - Westwood Ave,BPD Cameras,-76.65266599,39.308666, , , , 
-8532940.8677,4766118.5132,249,249,709, ,W North Ave - N Smallwood St,BPD Cameras,-76.65271199,39.30961299, , , , 
-8532951.1092,4766353.3168,250,250,710, ,N Smallwood St - Ridgehill Ave,BPD Cameras,-76.652804,39.311245, , , , 
-8532779.1205,4765986.29460001,251,251,711, ,N Pulaski St - Westwood Ave,BPD Cameras,-76.65125899,39.30869399, , , , 
-8532788.0261,4766128.1527,252,252,712, ,W North Ave - N Pulaski St,BPD Cameras,-76.651339,39.30967999, , , , 
-8532792.145,4766205.7006,253,253,713, ,N Pulaski St - Herbert St,BPD Cameras,-76.651376,39.31021899, , , , 
-8532794.4826,4766283.9686,254,254,714, ,N Pulaski St - Walbrook Ave,BPD Cameras,-76.65139699,39.31076299, , , , 
-8532630.175,4766135.3464,255,255,715, ,W North Ave - N Payson St,BPD Cameras,-76.64992099,39.30973, , , , 
-8532633.96,4766230.591,256,256,716, ,N Payson St - Herbert St,BPD Cameras,-76.649955,39.310392, , , , 
-8532637.6335,4766293.7521,257,257,717, ,N Payson St - Walbrook Ave,BPD Cameras,-76.649988,39.31083099, , , , 
-8532640.1938,4766401.51550001,258,258,718, ,N Payson St - Ridgehill Ave,BPD Cameras,-76.650011,39.31157999, , , , 
-8532527.2045,4765999.387,259,259,719, ,Appleton St - Westwood Ave,BPD Cameras,-76.64899599,39.30878499, , , , 
-8532430.134,4766003.2715,260,260,720, ,N Monroe St - Westwood Ave,BPD Cameras,-76.648124,39.30881199, , , , 
-8532436.3678,4766147.28780001,261,261,721, ,W North Ave - N Monroe St,BPD Cameras,-76.64817999,39.30981299, , , , 
-8532442.713,4766301.2336,262,262,722, ,N Monroe St - Walbrook Ave,BPD Cameras,-76.64823699,39.31088299, , , , 
-8532244.787,4766009.1702,263,263,723, ,N Fulton Ave - Westwood Ave,BPD Cameras,-76.646459,39.30885299, , , , 
-8532251.3548,4766158.2222,264,264,724, ,W North Ave - N Fulton Ave,BPD Cameras,-76.64651799,39.30988899, , , , 
-8532264.173,4766296.1389,265,265,725, ,N Fulton Ave - Walbrook Ave,BPD Cameras,-76.64663314,39.31084758, , , , 
-8532076.3606,4766014.92510001,266,266,726, ,N Mount St - Westwood Ave,BPD Cameras,-76.64494599,39.308893, , , , 
-8531939.8829,4766177.6452,267,267,727, ,W North Ave - N Carey St,BPD Cameras,-76.64371999,39.310024, , , , 
-8531792.1148,4766158.4926,268,268,728, ,W North Ave - Pennsylvania Ave,BPD Cameras,-76.64239257,39.30989087, , , , 
-8531914.1557,4765890.9085,269,269,729, ,Cumberland St  &  N Calhoun St,BPD Cameras,-76.64348888,39.30803099, , , , 
-8531706.7203,4766060.7068,270,270,730, ,Cumberland St - Pennsylvania Ave,BPD Cameras,-76.64162546,39.30921121, , , , 
-8531627.2977,4766196.205,271,271,731, ,W North Ave - Division St,BPD Cameras,-76.64091199,39.31015299, , , , 
-8531660.4709,4766248.2875,272,272,732, ,Whitelock St - Woodbrook Ave,BPD Cameras,-76.64120999,39.31051499, , , , 
-8531604.1434,4766298.0685,273,273,733, ,Ettiing St - Whitelock St,BPD Cameras,-76.640704,39.310861, , , , 
-8531541.4704,4766344.6842,274,274,734, ,Whitelock St - Francis St,BPD Cameras,-76.64014099,39.31118499, , , , 
-8531447.4015,4766398.70180001,275,275,735, ,Druid Hill Ave - Whitelock St,BPD Cameras,-76.63929596,39.31156044, , , , 
-8531190.2574,4766220.08810001,276,276,742, ,W North Ave - McCulloh St,BPD Cameras,-76.63698599,39.310319, , , , 
-8534099.7037,4769436.3417,277,277,801, ,Reisterstown Rd - Keyworth Ave,BPD Cameras,-76.663122,39.33266999, , , , 
-8534200.893,4769609.4797,278,278,802, ,Reisterstown Rd - Shirley Ave,BPD Cameras,-76.66403099,39.333873, , , , 
-8534418.8911,4769694.75020001,279,279,803, ,Towonda Ave - Oswego Ave,BPD Cameras,-76.6659893,39.33446547, , , , 
-8534518.4876,4770141.7209,280,280,804, ,Reisterstown Rd - Grantley Ave,BPD Cameras,-76.666884,39.337571, , , , 
-8534807.0277,4770098.82970001,281,281,805, ,Boarman Ave - Willowdale Ave,BPD Cameras,-76.66947599,39.33727299, , , , 
-8535264.1771,4771556.4099,282,282,806, ,Park Heights Ave - W Garrison Ave,BPD Cameras,-76.67358264,39.34739927, , , , 
-8534687.9159,4770411.4505,283,283,807, ,Reisterstown Rd - Laporte St,BPD Cameras,-76.668406,39.339445, , , , 
-8535030.686,4770530.6309,284,284,808, ,Reisterstown Rd - St Ambrose Ave,BPD Cameras,-76.67148515,39.34027301, , , , 
-8536009.8348,4771398.88940001,285,285,809, ,W Belvedere Ave - Litchfield Ave,BPD Cameras,-76.68028099,39.34630499, , , , 
-8535021.2064,4771239.10770001,286,286,810, ,Park Heights Ave - Woodland,BPD Cameras,-76.6714,39.34519499, , , , 
-8535399.804,4771459.77990001,287,287,811, ,W Garrison Ave - Denmore Ave,BPD Cameras,-76.67480099,39.346728, , , , 
-8535131.0787,4771655.697,288,288,812, ,W Garrison Ave - Palmer Ave,BPD Cameras,-76.67238699,39.348089, , , , 
-8534499.5632,4770836.354,289,289,813, ,Pimlico Rd - Sumter Ave,BPD Cameras,-76.66671399,39.34239699, , , , 
-8534320.5083,4770520.18050001,290,290,814, ,Pimlico Rd - W Cold Spring Ln,BPD Cameras,-76.66510552,39.3402004, , , , 
-8534078.6643,4770119.55560001,291,291,815, ,Quantico Ave - Pimlico Rd,BPD Cameras,-76.66293299,39.33741699, , , , 
-8534155.0938,4770281.16550001,292,292,816, ,Pimlico Rd - Loyola Northway,BPD Cameras,-76.66361957,39.33853982, , , , 
-8534194.5478,4770347.25590001,293,293,817, ,Pimlico Rd - Rosewood Ave,BPD Cameras,-76.66397399,39.33899899, , , , 
-8535720.56,4772344.3681,294,294,818, ,Winner Ave - Avondale Ave,BPD Cameras,-76.6776824,39.35287286, , , , 
-8535853.1305,4771931.42890001,295,295,819, ,Park Heights Ave - Hayward Ave,BPD Cameras,-76.6788733,39.35000441, , , , 
-8536348.4781,4772197.7643,296,296,820, ,Park Heights-Rogers,BPD Cameras,-76.68332308,39.3518545, , , , 
-8536561.5165,4772364.82090001,297,297,821, ,Park Heights Ave - Manhattan Ave,BPD Cameras,-76.68523684,39.35301493, , , , 
-8536887.7175,4772745.96100001,298,298,822, ,Park Heights Ave - Glen Ave,BPD Cameras,-76.68816715,39.35566237, , , , 
-8537227.952,4772996.7701,299,299,823, ,Park Heights Ave - Taney,BPD Cameras,-76.69122353,39.35740447, , , , 
-8537526.0862,4773194.28210001,300,300,824, ,Park Heights Ave - W Strathmore Ave,BPD Cameras,-76.69390171,39.35877634, , , , 
-8537823.3247,4773393.73490001,301,301,825, ,Park Heights Ave - Fords Ln.,BPD Cameras,-76.69657185,39.36016166, , , , 
-8538166.9926,4773710.53070001,302,302,826, ,Park Heights Ave - Clarks Ln.,BPD Cameras,-76.69965907,39.36236195, , , , 
-8538518.7226,4774082.7133,303,303,827, ,Park Heights Ave - Fallstaff Rd,BPD Cameras,-76.70281872,39.36494683, , , , 
-8535516.6283,4771768.10440001,304,304,828, ,Park Heights Ave - W Belvedere Ave,BPD Cameras,-76.67585045,39.34886986, , , , 
-8534917.6726,4771083.0078,305,305,829, ,Park Heights Ave - Virginia Ave,BPD Cameras,-76.67046993,39.34411056, , , , 
-8534594.7561,4770637.8218,306,306,830, ,Park Heights Ave - Wiley Ave,BPD Cameras,-76.66756913,39.34101772, , , , 
-8534117.2922,4769862.3555,307,307,831, ,Park Heights Ave - Oswego Ave,BPD Cameras,-76.66328,39.33563, , , , 
-8536678.1129,4772491.5692,308,308,832, ,Park Heights Ave - Trainor Ave(JCC),BPD Cameras,-76.68628424,39.35389535, , , , 
-8536821.731,4772650.11620001,309,309,833, ,Park Heights Ave - Trainor Ave,BPD Cameras,-76.68757438,39.35499663, , , , 
-8537057.7601,4772858.52650001,310,310,834, ,Park Heights Ave - Menlo Dr,BPD Cameras,-76.68969467,39.35644425, , , , 
-8537400.9802,4773109.03700001,311,311,835, ,Park Heights Ave - Pinkney Rd,BPD Cameras,-76.69277787,39.35818425, , , , 
-8537574.1579,4773226.6783,312,312,836, ,Park Heights Ave - W Strathmore Ave,BPD Cameras,-76.69433355,39.35900135, , , , 
-8537965.599,4773500.1795,313,313,837, ,Park Heights Ave - Bancroft Rd,BPD Cameras,-76.69784992,39.36090097, , , , 
-8538080.2546,4773620.8067,314,314,838, ,Park Heights Ave - N.Bancroft Rd,BPD Cameras,-76.69887989,39.36173878, , , , 
-8522061.5026,4762880.3069,315,315,405, ,Eastern Ave - S Ponca St,BPD Cameras,-76.55498099,39.287102, , , , 
-8534992.2633,4766025.2839,316,316,901, ,W North Ave - Bloomingdale Rd,BPD Cameras,-76.67114,39.30896499, , , , 
-8534791.6656,4766030.60710002,317,317,902, ,W North Ave - N Rosedale St - 1.1.9.2,BPD Cameras,-76.66933799,39.309002, , , , 
-8534594.0736,4766041.6853,318,318,903, ,W North Ave - N Longwood St,BPD Cameras,-76.667563,39.309079, , , , 
-8534383.2106,4766063.6926,319,319,904, ,North Ave - Poplar Grove St,BPD Cameras,-76.66566878,39.30923196, , , , 
-8534201.0044,4766060.8203,320,320,905, ,W North Ave - N Dukeland St,BPD Cameras,-76.66403199,39.309212, , , , 
-8533880.7382,4766075.06360001,321,321,906, ,W North Ave - Braddish Ave,BPD Cameras,-76.661155,39.30931099, , , , 
-8534283.1855,4765912.013,322,322,907, ,Westwood Ave (Dead End),BPD Cameras,-76.66477024,39.30817769, , , , 
-8534773.9659,4765667.4812,323,323,908, ,N Rosedale St - Grayson St,BPD Cameras,-76.669179,39.30647799, , , , 
-8534372.0137,4765765.4092,324,324,909, ,Poplar Grove St - Presbury St,BPD Cameras,-76.6655682,39.30715868, , , , 
-8534177.9613,4765604.8994,325,325,910, ,Baker St - N Dukeland St,BPD Cameras,-76.663825,39.306043, , , , 
-8534531.9572,4765489.6635,326,326,911, ,Bloomingdale Rd - Brighton St,BPD Cameras,-76.66700499,39.30524199, , , , 
-8534374.701,4765406.06570001,327,327,912, ,Poplar Grove St - Pressman St,BPD Cameras,-76.66559234,39.3046609, , , , 
-8534438.8962,4765244.3833,328,328,913, ,Blooomingdale Rd - Belmont Ave,BPD Cameras,-76.66616901,39.30353703, , , , 
-8534751.5906,4765161.0833,329,329,914, ,N Rosedale St - Normount Ct,BPD Cameras,-76.668978,39.302958, , , , 
-8534569.472,4764924.869,330,330,915, ,Winchester St - N Longwood St,BPD Cameras,-76.667342,39.301316, , , , 
-8534381.2698,4765048.51330001,331,331,916, ,Bloomingdale Rd - Ellicott Driveway,BPD Cameras,-76.66565135,39.30217549, , , , 
-8534144.7927,4765085.6869,332,332,917, ,Ellicott Driveway - N Dukeland St,BPD Cameras,-76.66352704,39.3024339, , , , 
-8534323.1956,4764762.77040001,333,333,918, ,Poplar Grove St - Riggs Ave,BPD Cameras,-76.66512966,39.30018918, , , , 
-8534134.7693,4764628.38600001,334,334,919, ,Mosher St - N Dukeland St,BPD Cameras,-76.66343699,39.29925499, , , , 
-8534331.7051,4764444.4818,335,335,920, ,Poplar Grove St - W. Lafayette Ave,BPD Cameras,-76.6652061,39.29797656, , , , 
-8534513.0329,4764294.65540001,336,336,921, ,N Franklintown Rd - N Longwood St,BPD Cameras,-76.666835,39.296935, , , , 
-8534319.6125,4764186.80530001,337,337,922, ,Poplar Grove St - Rayner Ave,BPD Cameras,-76.66509747,39.29618524, , , , 
-8534287.3656,4763947.34250001,338,338,923, ,Poplar Grove St - Edmonson Ave,BPD Cameras,-76.66480779,39.29452049, , , , 
-8533671.6892,4763979.4402,339,339,924, ,Edmonson Ave - Braddish Ave,BPD Cameras,-76.65927708,39.29474364, , , , 
-8533330.8578,4763990.63700001,340,340,925, ,Edmonson Ave - N Warwick Ave,BPD Cameras,-76.65621533,39.29482148, , , , 
-8535316.5783,4763899.56940001,341,341,926, ,Edmonson Ave - Denison St,BPD Cameras,-76.67405337,39.29418837, , , , 
-8537517.7259,4763798.9472,342,342,927, ,Edmonson Ave - Swan Ave,BPD Cameras,-76.69382661,39.29348883, , , , 
-8536252.7825,4763855.08060001,343,343,928, ,Edmonson Ave - N Loudon Ave,BPD Cameras,-76.68246343,39.29387908, , , , 
-8535787.7409,4763881.3558,344,344,929, ,Edmonson Ave - Allendale St,BPD Cameras,-76.67828589,39.29406175, , , , 
-8531615.164,4762643.28300001,345,345,1001, ,W Pratt St - S Stricker St,BPD Cameras,-76.640803,39.28545399, , , , 
-8531607.8895,4762498.6219,346,346,1002, ,McHenry - Stricker,BPD Cameras,-76.64073765,39.28444816, , , , 
-8531602.1395,4762340.1078,347,347,1003, ,S Stricker St - Ramsay St,BPD Cameras,-76.64068599,39.283346, , , , 
-8531685.8194,4762498.62200001,348,348,1004, ,Parrish - McHenry,BPD Cameras,-76.6414377,39.28444816, , , , 
-8531681.733,4762334.64260001,349,349,1005, ,Parrish-Ramsey,BPD Cameras,-76.64140099,39.28330799, , , , 
-8531761.0622,4762491.7547,350,350,1006, ,McHenry St - S Gilmor St,BPD Cameras,-76.64211362,39.28440042, , , , 
-8531758.3749,4762329.92310001,351,351,1007, ,S Gilmor St - Ramsay St,BPD Cameras,-76.64208948,39.28327518, , , , 
-8531928.8653,4762624.02650001,352,352,1008, ,W Pratt St - S Mount St,BPD Cameras,-76.64362102,39.2853201, , , , 
-8531921.4008,4762486.6787,353,353,1009, ,MCHenry St - S Mount St,BPD Cameras,-76.64355397,39.28436512, , , , 
-8531916.6234,4762327.5344,354,354,1010, ,S Mount St - Ramsey St,BPD Cameras,-76.64351105,39.28325857, , , , 
-8532087.7152,4762614.08680001,355,355,1011, ,W Pratt St - S Fulton Ave,BPD Cameras,-76.645048,39.28525099, , , , 
-8532080.2464,4762482.2,356,356,1012, ,S Fulton St - McHenry St,BPD Cameras,-76.6449809,39.28433398, , , , 
-8532076.6946,4762401.0872,357,357,1013, ,Wilhelm St - S Fulton Ave,BPD Cameras,-76.644949,39.28376999, , , , 
-8532072.4834,4762320.06990001,358,358,1014, ,Ramsay St - S Fulton Ave,BPD Cameras,-76.64491117,39.28320667, , , , 
-8532170.1196,4762478.31840001,359,359,1015, ,McHenry St - S Addison St,BPD Cameras,-76.64578825,39.28430699, , , , 
-8532279.964,4762603.1563,360,360,1016, ,W Pratt St - S Monroe St,BPD Cameras,-76.646775,39.28517499, , , , 
-8532270.0688,4762390.1569,361,361,1017, ,S Monroe St - Wilhelm St,BPD Cameras,-76.64668611,39.28369399, , , , 
-8532267.8302,4762311.48780001,362,362,1018, ,S Monroe St - Ramsay St,BPD Cameras,-76.646666,39.283147, , , , 
-8532465.7159,4762462.79210001,363,363,1019, ,S Payson St - McHenry St,BPD Cameras,-76.64844363,39.28419904, , , , 
-8532460.7468,4762302.13950001,364,364,1020, ,S Payson St - Ramsay St,BPD Cameras,-76.64839899,39.28308199, , , , 
-8532460.0789,4762263.74000001,365,365,1021, ,S Payson St - Ashton St,BPD Cameras,-76.648393,39.28281499, , , , 
-8532619.4859,4762458.9105,366,366,1022, ,S Pulaski St - McHenry,BPD Cameras,-76.64982497,39.28417205, , , , 
-8532615.0071,4762376.5018,367,367,1023, ,S Pulaski St - Wilhelm St,BPD Cameras,-76.64978474,39.28359905, , , , 
-8532614.8129,4762291.64080001,368,368,1024, ,S Pulaski St - Ramsay St,BPD Cameras,-76.64978299,39.283009, , , , 
-8532613.5884,4762202.18620001,369,369,1025, ,S Pulaski St - Ashton St,BPD Cameras,-76.64977199,39.282387, , , , 
-8532773.1093,4762280.2792,370,370,1026, ,S Smallwood St - Ramsay St,BPD Cameras,-76.651205,39.28293, , , , 
-8531301.3543,4762662.4115,371,371,1028, ,Pratt - Carey,BPD Cameras,-76.63798399,39.28558699, , , , 
-8531034.8555,4765359.7551,372,372,1964, ,PENNSYLVANIA-LAURENS,BPD Cameras,-76.63559,39.304339, , , , 
-8531172.8916,4765227.8343,373,373,1965, ,Fremont-Laurens,BPD Cameras,-76.63682999,39.30342199, , , , 
-8527933.3885,4762134.949,374,374,1901, ,Rusty Scupper,BPD Cameras,-76.60772904,39.28191947, , , , 
-8528108.8054,4762126.29,375,375,1902, ,Rash Field,BPD Cameras,-76.60930484,39.28185927, , , , 
-8528186.2875,4762124.4985,376,376,1903, ,Carousel,BPD Cameras,-76.61000087,39.28184681, , , , 
-8528367.079,4762147.48930001,377,377,1904, ,Science Center,BPD Cameras,-76.61162495,39.28200667, , , , 
-8528276.3585,4762685.42330001,378,378,1905, ,Spirit Of Baltimore,BPD Cameras,-76.61081,39.28574699, , , , 
-8528462.7746,4762472.34670001,379,379,1906, ,Visitor Center,BPD Cameras,-76.6124846,39.28426547, , , , 
-8528398.7286,4762634.17820001,380,380,1907, ,Light Street Food Hall,BPD Cameras,-76.61190926,39.28539069, , , , 
-8528340.8038,4762714.7954,381,381,1908, ,Constellation,BPD Cameras,-76.61138892,39.28595122, , , , 
-8528277.6537,4762614.6212,382,382,1909, ,Constellation Pier,BPD Cameras,-76.61082163,39.28525471, , , , 
-8528205.8446,4762721.96130001,383,383,1910, ,Trade Center,BPD Cameras,-76.61017656,39.28600104, , , , 
-8527741.8479,4762399.1941,384,384,1911, ,Pier 5 Hotel,BPD Cameras,-76.6060084,39.28375683, , , , 
-8527653.169,4762344.25500001,385,385,1912, ,Pier 5 Lighthouse,BPD Cameras,-76.60521179,39.28337483, , , , 
-8527587.2908,4762399.79280001,386,386,1913, ,Pier 6 Pavillion,BPD Cameras,-76.60461999,39.283761, , , , 
-8531156.1937,4762954.66550001,387,387,1985, ,HOLLINS-CARROLLTON,BPD Cameras,-76.63668,39.28761899, , , , 
-8525712.6706,4764379.5254,388,388,1945, ,McElderry-Chester,BPD Cameras,-76.58778,39.29752499, , , , 
-8530275.6998,4764693.82250001,389,389,2001, ,McCulloh 553 Dolphin St,BPD Cameras,-76.62877038,39.29970988, , , , 
-8530217.3972,4764659.9135,390,390,2002, ,McCulloh 569 Dolphin St,BPD Cameras,-76.62824664,39.29947416, , , , 
-8530169.8821,4764673.5601,391,391,2003, ,McCulloh 520 Hoffman St,BPD Cameras,-76.62781981,39.29956903, , , , 
-8530213.6315,4764763.587,392,392,2004, ,McCulloh 517 Dolphin St,BPD Cameras,-76.62821281,39.30019485, , , , 
-8530080.2731,4764655.6562,393,393,2005, ,McCulloh 534 Preston St,BPD Cameras,-76.62701484,39.29944457, , , , 
-8530157.7588,4764798.9791,394,394,2006, ,McCulloh 503 Dolphin St,BPD Cameras,-76.6277109,39.30044088, , , , 
-8530184.5505,4764596.8859,395,395,2007, ,McCulloh 535 Hoffman St,BPD Cameras,-76.62795158,39.29903602, , , , 
-8530113.4553,4764527.3324,396,396,2008, ,McCulloh 570 Preston St,BPD Cameras,-76.62731292,39.29855251, , , , 
-8530069.0518,4764571.9154,397,397,2009, ,McCulloh 556 Preston St,BPD Cameras,-76.62691403,39.29886243, , , , 
-8530025.5073,4764603.14880001,398,398,2010, ,McCulloh 516 Preston St,BPD Cameras,-76.62652287,39.29907956, , , , 
-8530034.2196,4764644.1971,399,399,2011, ,McCulloh 514 Preston St,BPD Cameras,-76.62660113,39.29936491, , , , 
-8530020.6238,4764727.5299,400,400,2012, ,McCulloh 1020 Druid Hill Rd,BPD Cameras,-76.626479,39.2999442, , , , 
-8529962.5033,4765025.89160001,401,401,2013, ,McCulloh 1135 Tiffany Ct,BPD Cameras,-76.62595689,39.30201824, , , , 
-8529904.7681,4764966.1553,402,402,2014, ,McCulloh 1101 Tiffany Ct,BPD Cameras,-76.62543825,39.30160299, , , , 
-8529897.6679,4764833.9522,403,403,2015, ,McCulloh 1035 Tiffany Ct,BPD Cameras,-76.62537447,39.30068399, , , , 
-8529796.2694,4764852.81280001,404,404,2016, ,McCulloh 1001 Tiffany Ct,BPD Cameras,-76.62446359,39.3008151, , , , 
-8529869.1721,4764814.7465,405,405,2017, ,McCulloh 440 Oxford Ct,BPD Cameras,-76.62511848,39.30055049, , , , 
-8530022.596,4764933.1676,406,406,2018, ,McCulloh 443 Manse Ct,BPD Cameras,-76.62649671,39.30137368, , , , 
-8530096.2091,4764895.21050001,407,407,2019, ,McCulloh 1134 Stoddard Ct,BPD Cameras,-76.62715799,39.30110983, , , , 
-8530040.0167,4764836.52720001,408,408,2020, ,McCulloh 1100 Stoddard CT,BPD Cameras,-76.62665321,39.30070189, , , , 
-8529988.5354,4764782.43540001,409,409,2021, ,McCulloh 1034 Stoddard Ct,BPD Cameras,-76.62619074,39.30032588, , , , 
-8529928.8053,4764719.87950001,410,410,2022, ,McCulloh 1000 Stoddard Ct,BPD Cameras,-76.62565418,39.29989102, , , , 
-8529827.8732,4764732.40620001,411,411,2023, ,McCulloh 442 Walton Ct,BPD Cameras,-76.62474749,39.2999781, , , , 
-8529797.9133,4764579.31740001,412,412,2024, ,McCulloh 900 Stoddard Ct,BPD Cameras,-76.62447835,39.29891389, , , , 
-8532148.8476,4765782.2402,413,413,2102, ,Gilmor-1638 Bruce Ct,BPD Cameras,-76.64559716,39.30727567, , , , 
-8532094.2146,4765866.5986,414,414,2106, ,1679 Bakbury Ct,BPD Cameras,-76.64510638,39.30786202, , , , 
-8532021.014,4765807.4241,415,415,2110, ,1606 Vincent Ct,BPD Cameras,-76.64444881,39.30745072, , , , 
-8531984.9291,4765799.15100001,416,416,2112, ,1641 Vincent Ct,BPD Cameras,-76.64412465,39.30739321, , , , 
-8532004.349,4765716.5163,417,417,2109, ,1600 Vincent Ct,BPD Cameras,-76.6442991,39.30681883, , , , 
-8532050.8059,4765713.8235,418,418,2108, ,Gilmor-1600 Mountmor Ct,BPD Cameras,-76.64471643,39.30680011, , , , 
-8532079.3638,4765712.89580001,419,419,2105, ,1601 Bakbury Ct,BPD Cameras,-76.64497297,39.30679367, , , , 
-8532028.3841,4765567.9197,420,420,2114, ,1605-2 Spray Ct,BPD Cameras,-76.64451501,39.30578595, , , , 
-8531981.2599,4765584.469,421,421,2115, ,1601-8 Spray Ct,BPD Cameras,-76.64409169,39.30590099, , , , 
-8531922.0634,4765559.29460001,422,422,2117, ,1519 Presser Ct,BPD Cameras,-76.64355992,39.305726, , , , 
-8531960.5843,4765520.3252,423,423,2116, ,1500 Pressman Ct,BPD Cameras,-76.64390596,39.30545512, , , , 
-8531980.6663,4765482.4454,424,424,2119, ,1638 Balmor Ct,BPD Cameras,-76.64408636,39.30519182, , , , 
-8532041.1966,4765490.5086,425,425,2120, ,1458 Mountmor Ct,BPD Cameras,-76.64463011,39.30524787, , , , 
-8532027.9295,4765427.3793,426,426,2121, ,1428 Mountmor Ct,BPD Cameras,-76.64451093,39.30480906, , , , 
-8531905.2163,4765393.67730001,427,427,2125, ,1601 Booker Ct,BPD Cameras,-76.64340858,39.30457479, , , , 
-8532002.3649,4765373.5347,428,428,2123, ,1401 Mountmor Ct,BPD Cameras,-76.64428128,39.30443478, , , , 
-8531996.1301,4765320.5873,429,429,2127, ,1631 Lorman Ct,BPD Cameras,-76.64422527,39.30406674, , , , 
-8531953.857,4765276.469,430,430,2130, ,1628 Delano Ct,BPD Cameras,-76.64384553,39.30376006, , , , 
-8531955.8033,4765311.1276,431,431,2126, ,1629 Lorman Ct,BPD Cameras,-76.64386301,39.30400098, , , , 
-8531976.433,4765379.0324,432,432,2124, ,1639 Booker Ct,BPD Cameras,-76.64404833,39.30447299, , , , 
-8527759.4395,4764915.8033,433,433,2201, ,Latrobe 800 Abbott ct,BPD Cameras,-76.60616643,39.30125298, , , , 
-8527631.5532,4764926.8419,434,434,2202, ,Latrobe 856 Abbott Ct,BPD Cameras,-76.60501761,39.30132971, , , , 
-8527706.0601,4764880.68460001,435,435,2203, ,Latrobe 818 WebbCt,BPD Cameras,-76.60568692,39.30100885, , , , 
-8527736.1952,4764778.63180001,436,436,2204, ,Latrobe 800 McAleer Ct,BPD Cameras,-76.60595763,39.30029944, , , , 
-8527662.6669,4764780.42620001,437,437,2205, ,Latrobe 834 McAleer Ct,BPD Cameras,-76.60529711,39.30031191, , , , 
-8527600.7182,4764741.5799,438,438,2206, ,Latrobe 864 McAleer Ct,BPD Cameras,-76.60474062,39.30004187, , , , 
-8527660.9432,4764732.2682,439,439,2207, ,Latrobe 831 McAleer Ct - Unit) - 1289,BPD Cameras,-76.60528163,39.29997714, , , , 
