X,Y,fid,objectid,cam_num,notes,location,proj,xcoord,ycoord,created_us,created_da,last_edite,last_edi_1
-8527729.7283,4764728.38820001,440,440,2208, ,Latrobe 859 Homewood Ave,BPD Cameras,-76.60589953,39.29995017, , , , 
-8527708.5986,4764647.44640002,441,441,2209, ,Latrobe 820 Hillman Ct,BPD Cameras,-76.60570972,39.29938749, , , , 
-8527749.3503,4764642.0077,442,442,2210, ,Latrobe 819 Hillman Ave,BPD Cameras,-76.6060758,39.29934969, , , , 
-8527552.1416,4764923.728,443,443,2211, ,Latrobe 819 Homewood Ave,BPD Cameras,-76.60430424,39.30130806, , , , 
-8527488.5426,4764847.5544,444,444,2212, ,Latrobe 916 Webb ct,BPD Cameras,-76.60373293,39.30077855, , , , 
-8527551.9863,4764798.5119,445,445,2213, ,Latrobe 921 Webb ct,BPD Cameras,-76.60430285,39.30043763, , , , 
-8527494.3123,4764767.5826,446,446,2214, ,Latrobe 922 Ashland ct,BPD Cameras,-76.60378475,39.30022263, , , , 
-8527562.5041,4764709.9784,447,447,2215, ,Latrobe 859 McAleer Ct,BPD Cameras,-76.60439733,39.29982219, , , , 
-8527507.2568,4764621.53410001,448,448,2216, ,Latrobe ct 943 Wilmot,BPD Cameras,-76.60390104,39.29920736, , , , 
-8527377.9535,4764931.312,449,449,2217, ,Latrobe 1000 Abbott Ct,BPD Cameras,-76.60273949,39.30136078, , , , 
-8527375.2036,4764821.98630001,450,450,2218, ,Latrobe 1101 Webb CT,BPD Cameras,-76.60271478,39.30060081, , , , 
-8527392.6403,4764774.65550002,451,451,2219, ,Latrobe 1000 Ashland ct,BPD Cameras,-76.60287142,39.30027179, , , , 
-8527420.0362,4764716.6462,452,452,2220, ,Latrobe 1020 McAleer ct,BPD Cameras,-76.60311752,39.29986854, , , , 
-8527467.8732,4764694.6319,453,453,2221, ,Latrobe 1001 McAleer ct,BPD Cameras,-76.60354725,39.29971551, , , , 
-8527310.7546,4764756.9312,454,454,2222, ,Latrobe 1116 McAleer Ct,BPD Cameras,-76.60213583,39.30014858, , , , 
-8527322.2769,4764722.4875,455,455,2223, ,Latrobe 1130 McAleer Ct,BPD Cameras,-76.60223933,39.29990915, , , , 
-8527376.7535,4764633.1088,456,456,2224, ,Latrobe 1101Wilmot Ct,BPD Cameras,-76.60272871,39.29928783, , , , 
-8527596.8642,4764768.35480001,457,457,2225, ,Latrobe 901 valley ct,BPD Cameras,-76.60470599,39.300228, , , , 
-8527596.8642,4764768.35480001,458,458,2226, ,Latrobe 901 valley ct,BPD Cameras,-76.60470599,39.300228, , , , 
-8527589.0719,4764685.2076,459,459,2227, ,Latrobe 901 McAleer Ct,BPD Cameras,-76.604636,39.29964999, , , , 
-8526885.3085,4763149.5887,460,460,2301, ,Perkins 200 Spring Ct,BPD Cameras,-76.59831398,39.28897423, , , , 
-8526855.2581,4762938.0861,461,461,2302, ,Perkins 299 Spring Ct,BPD Cameras,-76.59804403,39.28750372, , , , 
-8526796.2135,4763013.4013,462,462,2303, ,Perkins 264 Ballou Ct,BPD Cameras,-76.59751363,39.28802737, , , , 
-8526762.7258,4763096.8335,463,463,2304, ,Perkins 229 Ballou Ct,BPD Cameras,-76.5972128,39.28860745, , , , 
-8526676.6314,4763030.9113,464,464,2305, ,Perkins 269 Dallas Ct,BPD Cameras,-76.5964394,39.28814911, , , , 
-8526602.4921,4763101.83570001,465,465,2306, ,Perkins 231 Mason ct,BPD Cameras,-76.5957734,39.28864223, , , , 
-8526600.2194,4762955.4633,466,466,2307, ,Perkins 299 Mason Ct,BPD Cameras,-76.59575298,39.28762454, , , , 
-8526586.6167,4762963.42000001,467,467,2308, ,Perkins 295 Mason Court,BPD Cameras,-76.59563079,39.28767986, , , , 
-8526518.2353,4763169.52100001,468,468,2309, ,Perkins 200 Herring Ct,BPD Cameras,-76.59501651,39.28911282, , , , 
-8526553.9712,4763014.8026,469,469,2310, ,Perkins 270 Herring Ct,BPD Cameras,-76.59533753,39.28803711, , , , 
-8526497.0633,4762961.30470001,470,470,2311, ,Perkins 299 Herring Ct,BPD Cameras,-76.59482631,39.28766516, , , , 
-8526867.772,4762792.4859,471,471,2312, ,Perkins 354 Spring Ct,BPD Cameras,-76.59815645,39.28649139, , , , 
-8526721.5591,4762789.121,472,472,217, ,Bank and Caroline,BPD Cameras,-76.596843,39.28646799, , , , 
-8526821.2819,4762858.6908,473,473,2313, ,Perkins Community Bldg,BPD Cameras,-76.59773882,39.2869517, , , , 
-8526787.1981,4762916.82050001,474,474,2314, ,Perkins 1413 Gough st,BPD Cameras,-76.59743264,39.28735587, , , , 
-8526753.0975,4762881.5939,475,475,2315, ,Perkins 319 Ballou Ct,BPD Cameras,-76.59712631,39.28711094, , , , 
-8526780.2946,4762848.8377,476,476,2315, ,Perkins 330 Ballou ct,BPD Cameras,-76.59737062,39.2868832, , , , 
-8526697.4228,4762867.7463,477,477,2317, ,Perkins 326 Dallas Ct,BPD Cameras,-76.59662617,39.28701466, , , , 
-8526632.6858,4762844.1535,478,478,2318, ,Perkins 336 Mason Ct,BPD Cameras,-76.59604463,39.28685063, , , , 
-8526596.1628,4762862.708,479,479,2319, ,Perkins 329 Mason Ct,BPD Cameras,-76.59571654,39.28697963, , , , 
-8526545.4711,4762875.0508,480,480,2320, ,Perkins 326 Herring Ct,BPD Cameras,-76.59526117,39.28706545, , , , 
-8527523.0637,4763955.6957,481,481,2401, ,231 Orleans St,BPD Cameras,-76.60404303,39.29457857, , , , 
-8527416.362,4763950.5497,482,482,2402, ,310 Forrest St,BPD Cameras,-76.60308452,39.29454279, , , , 
-8527279.2253,4763835.00340001,483,483,2403, ,1110 New Hope Cir,BPD Cameras,-76.6018526,39.2937395, , , , 
-8527373.9804,4763764.011,484,484,2404, ,1021 New Hope Cir,BPD Cameras,-76.60270379,39.29324595, , , , 
-8527433.0253,4763859.79450002,485,485,2405, ,1008 New Hope Cir,BPD Cameras,-76.6032342,39.29391185, , , , 
-8527276.8174,4763720.837,486,486,2406, ,1124 Colvin St.,BPD Cameras,-76.60183096,39.29294579, , , , 
-8527506.3672,4763819.567,487,487,2407, ,215 Saint Mathews St.,BPD Cameras,-76.60389305,39.29363218, , , , 
-8527444.4531,4763673.72140001,488,488,2408, ,1100 Colvin St.,BPD Cameras,-76.60333686,39.29261824, , , , 
-8527311.218,4763906.2586,489,489,2409, ,SE.Corner of N.Tot Lot,BPD Cameras,-76.60213999,39.29423488, , , , 
-8527319.3338,4763771.1032,490,490,2410, ,NW. Corner of S.Tot Lot,BPD Cameras,-76.6022129,39.29329526, , , , 
-8527427.1107,4763731.82790001,491,491,2411, ,SE. Corner of W. Tot Lot,BPD Cameras,-76.60318107,39.29302221, , , , 
-8527220.6135,4763790.6644,492,492,2412, ,Courtyard Play Area,BPD Cameras,-76.60132608,39.29343125, , , , 
-8527088.5091,4763796.68740001,493,493,2413, ,NE. Elderly Bldg. Central Ave.,BPD Cameras,-76.60013936,39.29347312, , , , 
-8527209.7324,4763860.5968,494,494,2414, ,NE. Community Center,BPD Cameras,-76.60122833,39.29391743, , , , 
-8527085.9015,4763707.5487,495,495,2415, ,SE. Elderly Bldg. Central Ave.,BPD Cameras,-76.60011594,39.29285341, , , , 
-8527150.5837,4763702.1329,496,496,2416, ,SW. Elderly Bldg. Fayette St.,BPD Cameras,-76.60069699,39.29281576, , , , 
-8527149.1919,4763728.70500001,497,497,2417, ,Elderly Bldg. Court Yard,BPD Cameras,-76.60068449,39.29300049, , , , 
-8527405.0979,4763558.42520001,498,498,2418, ,Youth Center Fayette St.,BPD Cameras,-76.60298333,39.29181666, , , , 
-8527320.8701,4763589.6331,499,499,2419, ,Daycare Center 1106 Fayette St.,BPD Cameras,-76.6022267,39.29203363, , , , 
-8527295.3938,4763654.0524,500,500,2420, ,Daycare Center Play Area,BPD Cameras,-76.60199784,39.29248149, , , , 
-8527154.7177,4763797.24290001,501,501,2421, ,NW Senior Center,BPD Cameras,-76.60073412,39.29347698, , , , 
-8531101.5235,4762916.77500001,502,502,1986, ,Boyd St Side Entrance,BPD Cameras,-76.63618888,39.28735555, , , , 
-8530987.1117,4762932.7558,503,503,1987, ,Arlington Ave East Entrance,BPD Cameras,-76.63516111,39.28746666, , , , 
-8526341.9967,4762365.4519,504,504,226, ,Aliceanna and Broadway west,BPD Cameras,-76.59343333,39.28352222, , , , 
-8536261.4911,4772482.64080001,505,505,839, ,3500 Northern Pkwy(E&T),BPD Cameras,-76.68254166,39.35383333, , , , 
-8528658.0607,4764045.883,506,506,78, ,St Paul and Franklin,BPD Cameras,-76.61423888,39.29520555, , , , 
-8531565.788,4765929.1479,507,507,1101, ,Pennsylvania - Baker,BPD Cameras,-76.64035944,39.30829679, , , , 
-8531457.7557,4765813.8031,508,508,1103, ,Pennsylvania - Gold,BPD Cameras,-76.63938897,39.30749505, , , , 
-8531350.9954,4765702.2184,509,509,1104, ,Pennsylvania - Bloom,BPD Cameras,-76.63842993,39.30671945, , , , 
-8531244.635,4765579.9303,510,510,1106, ,Pennsylvania - Presstman,BPD Cameras,-76.63747448,39.30586944, , , , 
-8531305.0735,4765539.6562,511,511,1105, ,Freemont - Presstman,BPD Cameras,-76.63801741,39.30558949, , , , 
-8531149.5269,4765483.009,512,512,1109, ,Pennsylvania - Robert,BPD Cameras,-76.63662011,39.30519574, , , , 
-8531017.9054,4765586.8192,513,513,1108, ,Division - Robert,BPD Cameras,-76.63543773,39.30591732, , , , 
-8531246.4234,4765401.56270001,514,514,1110, ,Freemont - Robert,BPD Cameras,-76.63749054,39.3046296, , , , 
-8530922.6587,4765249.5806,515,515,1112, ,Pennsylvania - Wilson,BPD Cameras,-76.63458211,39.30357316, , , , 
-8530872.7136,4765182.74310002,516,516,1114, ,Pennsylvania - Pitcher,BPD Cameras,-76.63413345,39.30310856, , , , 
-8531067.4233,4764980.8437,517,517,1115, ,Fremont - Pitcher,BPD Cameras,-76.63588256,39.3017051, , , , 
-8530708.2362,4765016.8813,518,518,1118, ,Pennsylvania - Mosher,BPD Cameras,-76.63265592,39.30195561, , , , 
-8532151.6573,4765863.37600001,519,519,2101, ,Behind 1638 Bruce Ct,BPD Cameras,-76.6456224,39.30783962, , , , 
-8532144.5454,4765709.2838,520,520,2103, ,Behind 1600 Bruce Ct,BPD Cameras,-76.64555851,39.30676856, , , , 
-8532108.9691,4765709.3033,521,521,2104, ,1605 Bruce Ct,BPD Cameras,-76.64523892,39.3067687, , , , 
-8532045.8854,4765869.0173,522,522,2107, ,1678 Mountmor Ct,BPD Cameras,-76.64467223,39.30787883, , , , 
-8531972.162,4765871.71870001,523,523,2111, ,1679 Vincent Ct,BPD Cameras,-76.64400996,39.30789761, , , , 
-8532042.6419,4765629.5287,524,524,2113, ,1600 Spray Ct,BPD Cameras,-76.64464309,39.30621419, , , , 
-8531898.0723,4765492.13340001,525,525,2118, ,Prestman St & Gilmor St,BPD Cameras,-76.6433444,39.30525916, , , , 
-8531956.5321,4765450.34560001,526,526,2122, ,Behind1629 Balmor Ct,BPD Cameras,-76.64386956,39.30496869, , , , 
-8532030.0014,4765313.8578,527,527,2128, ,1649 Lorman Ct,BPD Cameras,-76.64452954,39.30401996, , , , 
-8532027.9131,4765278.78210001,528,528,2129, ,1658 Delano Ct,BPD Cameras,-76.64451078,39.30377614, , , , 
-8531891.6097,4765281.3233,529,529,2131, ,1600 Delano Ct,BPD Cameras,-76.64328635,39.30379381, , , , 
-8528786.3873,4763338.27780001,530,530,79, ,Charles & Fayette,BPD Cameras,-76.61539166,39.29028611, , , , 
-8533094.8088,4766111.8798,531,531,737, ,North and Bentalou,BPD Cameras,-76.65409487,39.30956689, , , , 
-8527363.1343,4766430.052,532,532,1201, ,North and Aisquith,BPD Cameras,-76.60260636,39.31177833, , , , 
-8527003.5396,4766452.75750002,533,533,1202, ,North and Harford,BPD Cameras,-76.59937607,39.31193615, , , , 
-8526531.1642,4766492.2336,534,534,1203, ,North and Broadway,BPD Cameras,-76.59513265,39.31221052, , , , 
-8526149.3774,4766499.395,535,535,1204, ,North and Wolfe,BPD Cameras,-76.591703,39.31226029, , , , 
-8526006.379,4766507.5112,536,536,1205, ,North and Washington,BPD Cameras,-76.59041842,39.3123167, , , , 
-8525812.0975,4766518.73200001,537,537,1206, ,North and Chester,BPD Cameras,-76.58867316,39.31239469, , , , 
-8525678.1159,4766526.5646,538,538,1207, ,North and Collington,BPD Cameras,-76.58746958,39.31244913, , , , 
-8525267.977,4766539.64920001,539,539,1209, ,North and Port,BPD Cameras,-76.58378524,39.31254007, , , , 
-8525295.2681,4766564.57720001,540,540,1208, ,North and Belair,BPD Cameras,-76.5840304,39.31271333, , , , 
-8525193.4883,4766571.5435,541,541,1210, ,North and Milton,BPD Cameras,-76.5831161,39.31276174, , , , 
-8524945.2613,4766939.82320001,542,542,1401, ,Belair and Ravenwood,BPD Cameras,-76.58088624,39.31532133, , , , 
-8524874.6486,4767023.3786,543,543,1402, ,Belair and Elmora,BPD Cameras,-76.58025192,39.31590204, , , , 
-8524793.8716,4767106.2383,544,544,1403, ,Belair and Lyndale,BPD Cameras,-76.57952628,39.31647791, , , , 
-8524726.6686,4767189.34510001,545,545,1404, ,Belair and Elmley,BPD Cameras,-76.57892259,39.31705549, , , , 
-8524528.515,4767434.2136,546,546,1405, ,Belair(across from shopping center),BPD Cameras,-76.57714254,39.31875727, , , , 
-8524389.324,4767567.30780001,547,547,1406, ,Belair and Cliftmont,BPD Cameras,-76.57589217,39.31968222, , , , 
-8524257.2152,4767708.8677,548,548,1407, ,Belair and Mareco,BPD Cameras,-76.57470542,39.32066599, , , , 
-8524251.2424,4767745.50800001,549,549,1408, ,Belair and Clifton Park Terrace,BPD Cameras,-76.57465176,39.32092062, , , , 
-8524144.4945,4767842.82190001,550,550,1409, ,Belair and Erdman,BPD Cameras,-76.57369283,39.3215969, , , , 
-8523154.4525,4768866.65950001,551,551,1410, ,Belair and Sheldon,BPD Cameras,-76.56479913,39.32871157, , , , 
-8526969.3361,4766601.50800001,552,552,1301, ,Harford and 20th,BPD Cameras,-76.59906881,39.31297, , , , 
-8526841.0071,4766777.59730001,553,553,1302, ,Harford and Broadway,BPD Cameras,-76.59791601,39.31419386, , , , 
-8526739.1612,4766915.9859,554,554,1303, ,Harford and Darley,BPD Cameras,-76.59700112,39.31515567, , , , 
-8526668.1414,4766997.1284,555,555,1304, ,Harford and Cliftview,BPD Cameras,-76.59636314,39.31571961, , , , 
-8526568.7736,4767129.2112,556,556,1305, ,Harford and 25th,BPD Cameras,-76.5954705,39.31663757, , , , 
-8526427.4037,4767301.57680001,557,557,1306, ,Harford(harbor city school),BPD Cameras,-76.59420055,39.31783548, , , , 
-8526324.5268,4767416.9947,558,558,1307, ,Harford and Montpelier,BPD Cameras,-76.59327639,39.3186376, , , , 
-8526266.5025,4767489.6043,559,559,1307, ,Harford and Homestead,BPD Cameras,-76.59275515,39.31914221, , , , 
-8526080.123,4767727.7716,560,560,1309, ,Harford and Abbotston,BPD Cameras,-76.59108088,39.32079736, , , , 
-8526030.92,4767786.11260001,561,561,1310, ,Harford and Alameda,BPD Cameras,-76.59063888,39.3212028, , , , 
-8525948.8654,4767881.81400001,562,562,1311, ,Harford and Tivoly,BPD Cameras,-76.58990177,39.32186787, , , , 
-8525875.4897,4767951.4366,563,563,1312, ,Harford and Fenwick,BPD Cameras,-76.58924262,39.3223517, , , , 
-8525790.4421,4768034.69100001,564,564,1313, ,Harford and Hugo,BPD Cameras,-76.58847863,39.32293026, , , , 
-8525277.0404,4764864.2257,565,565,626, ,Montofrd - Ashland,BPD Cameras,-76.58386666,39.30089444, , , , 
-8529669.4088,4757008.79930001,566,566,351, ,Carver Rd Front of Rec Center,BPD Cameras,-76.62332398,39.24626665, , , , 
-8525572.6553,4764237.67620001,567,567,627, ,Collington & Jefferson,BPD Cameras,-76.58652222,39.29653888, , , , 
-8524851.8617,4764276.8343,568,568,628, ,Jefferson & Glover,BPD Cameras,-76.58004722,39.29681111, , , , 
-8534519.0318,4770547.30950001,569,569,840, ,Park Heights & Oakford,BPD Cameras,-76.66688888,39.34038888, , , , 
-8527808.631,4764585.31050001,570,570,2501, ,Greenmount and Madison,BPD Cameras,-76.60660833,39.29895555, , , , 
-8528133.0037,4768113.87910001,571,571,534, ,Greenmount - 29th,BPD Cameras,-76.60952222,39.32348055, , , , 
-8528123.1086,4768482.83340001,572,572,536, ,Greenmount - 31st,BPD Cameras,-76.60943333,39.32604444, , , , 
-8528117.5427,4768632.73760001,573,573,537, ,Greenmount - 32nd,BPD Cameras,-76.60938333,39.32708611, , , , 
-8528121.5624,4768802.232,574,574,538, ,Greenmount - 33rd,BPD Cameras,-76.60941944,39.32826388, , , , 
-8532009.7049,4765648.6666,575,575,2132, ,1521 Mountmor,BPD Cameras,-76.64434722,39.30634722, , , , 
-8528809.3331,4764219.58930001,576,576,2601, ,N Charles St - Center St,BPD Cameras,-76.61559779,39.29641315, , , , 
-8528822.9142,4764522.3743,577,577,2602, ,N Charles St - Madison St,BPD Cameras,-76.61571979,39.29851804, , , , 
-8528824.276,4764700.0342,578,578,2603, ,N Charles St - Read Ave,BPD Cameras,-76.61573202,39.29975306, , , , 
-8529131.2881,4764783.9489,579,579,2604, ,Park Ave - Read St,BPD Cameras,-76.61848996,39.3003364, , , , 
-8528832.0979,4764894.59540001,580,580,2605, ,N Charles - Eager St,BPD Cameras,-76.61580229,39.30110555, , , , 
-8528840.9713,4765089.66140001,581,581,2606, ,N Charles St - Chase St,BPD Cameras,-76.615882,39.30246152, , , , 
-8528849.0623,4765242.16280001,582,582,2607, ,N Charles St - E Biddle St,BPD Cameras,-76.61595468,39.3035216, , , , 
-8528857.8074,4765396.62120001,583,583,2608, ,N Charles St - Preston St,BPD Cameras,-76.61603324,39.30459525, , , , 
-8528859.4966,4765523.2916,584,584,2609, ,N Charles - Mt Royal Ave,BPD Cameras,-76.61604841,39.30547574, , , , 
-8528889.0511,4766004.81440001,585,585,2610, ,N Charles St - Lanvale St,BPD Cameras,-76.61631391,39.30882272, , , , 
-8528903.7045,4766330.5579,586,586,2611, ,N Charles St - North Ave,BPD Cameras,-76.61644554,39.31108681, , , , 
-8528914.0924,4766504.4767,587,587,2612, ,N Charles St - 20th St,BPD Cameras,-76.61653886,39.31229561, , , , 
-8526075.1269,4764827.4789,588,588,12, ,N Wolfe St  and Ashland Ave,EBDI,-76.591036,39.300639, , , , 
-8525928.7417,4764833.3769,589,589,10, ,Ashland and Washington,EBDI,-76.589721,39.30068, , , , 
-8525935.4872,4765021.3636,590,590,11, ,Washington and Eager,EBDI,-76.58978159,39.30198676, , , , 
-8526219.8422,4764818.2721,591,591,9, ,Ashland and Rutland,EBDI,-76.59233599,39.30057499, , , , 
-8526167.9673,4765092.4626,592,592,8, ,Durham St,EBDI,-76.59187,39.30248099, , , , 
-8526046.1897,4765288.6085,593,593,7, ,School back Corner,EBDI,-76.59077605,39.30384445, , , , 
-8525949.1132,4765227.2588,594,594,6, ,Chase and Washington,EBDI,-76.58990399,39.30341799, , , , 
-8526362.5883,4765350.788,595,595,5, ,McDonogh and Biddle,EBDI,-76.59361831,39.30427666, , , , 
-8526357.3217,4765204.6728,596,596,4, ,McDonogh and Chase,EBDI,-76.59357099,39.30326099, , , , 
-8526347.5256,4765009.4566,597,597,3, ,McDonogh and Eager,EBDI,-76.59348299,39.30190399, , , , 
-8526240.9929,4765210.71500001,598,598,2, ,Rutland and Chase,EBDI,-76.592526,39.303303, , , , 
-8526249.7871,4765365.94120001,599,599,1, ,Rutland and Biddle,EBDI,-76.592605,39.304382, , , , 
-8526081.6444,4765024.9886,600,600,13, ,Eager and Wolf,EBDI,-76.59109454,39.30201196, , , , 
-8526453.5403,4765203.7802,601,601,14, ,Broadway and Chase,EBDI,-76.59443534,39.30325479, , , , 
-8526533.7734,4765199.1794,602,602,15, ,Gay and Chase,EBDI,-76.59515609,39.30322281, , , , 
-8526446.2516,4765007.4207,603,603,16, ,Broadway and Eager,EBDI,-76.59436987,39.30188984, , , , 
-8526434.7841,4764811.41120001,604,604,17, ,Ashland and Broadway,EBDI,-76.59426685,39.3005273, , , , 
-8525952.6878,4765381.3185,605,605,18, ,Washington and Biddle,EBDI,-76.58993611,39.30448888, , , , 
-8526748.8324,4764167.2078,606,606,66, ,66,Hopkins Fixed Cameras,-76.597088,39.296049, , , , 
-8526776.8849,4764161.8854,607,607,64, ,64,Hopkins Fixed Cameras,-76.59733999,39.296012, , , , 
-8526383.3706,4764077.73630001,608,608,78, ,78,Hopkins Fixed Cameras,-76.593805,39.29542699, , , , 
-8526041.8423,4763894.337,609,609,89, ,89,Hopkins Fixed Cameras,-76.59073699,39.294152, , , , 
-8526139.3582,4763888.58340001,610,610,115, ,115,Hopkins Fixed Cameras,-76.591613,39.294112, , , , 
-8526232.31,4763882.9736,611,611,113, ,113,Hopkins Fixed Cameras,-76.592448,39.294073, , , , 
-8526292.3112,4763880.5283,612,612,111, ,111,Hopkins Fixed Cameras,-76.59298699,39.294056, , , , 
-8526375.0216,4763876.93220001,613,613,107, ,107,Hopkins Fixed Cameras,-76.59373,39.29403099, , , , 
-8526387.8233,4763974.0254,614,614,131, ,131,Hopkins Fixed Cameras,-76.59384499,39.29470599, , , , 
-8526088.3739,4764038.8986,615,615,86, ,86,Hopkins Fixed Cameras,-76.591155,39.295157, , , , 
-8526229.9723,4764037.0286,616,616,83, ,83,Hopkins Fixed Cameras,-76.592427,39.29514399, , , , 
-8526349.9747,4764032.85720001,617,617,81, ,81,Hopkins Fixed Cameras,-76.593505,39.295115, , , , 
-8526388.3799,4764027.3912,618,618,128, ,128,Hopkins Fixed Cameras,-76.59385,39.295077, , , , 
-8526438.0283,4764070.1127,619,619,141, ,141,Hopkins Fixed Cameras,-76.59429599,39.295374, , , , 
-8526481.5543,4764069.5373,620,620,138, ,138,Hopkins Fixed Cameras,-76.594687,39.29537, , , , 
-8526557.8082,4764064.5027,621,621,73, ,73,Hopkins Fixed Cameras,-76.595372,39.29533499, , , , 
-8526743.489,4764054.4336,622,622,68, ,68,Hopkins Fixed Cameras,-76.59703999,39.29526499, , , , 
-8526591.7606,4764166.057,623,623,71, ,71,Hopkins Fixed Cameras,-76.59567699,39.296041, , , , 
-8526495.3579,4764171.9546,624,624,134, ,134,Hopkins Fixed Cameras,-76.59481099,39.296082, , , , 
-8526448.71509999,4764177.2768,625,625,136, ,136,Hopkins Fixed Cameras,-76.594392,39.29611899, , , , 
-8526509.9408,4764230.78750001,626,626,145, ,145,Hopkins Fixed Cameras,-76.594942,39.296491, , , , 
-8526478.8826,4764262.14600001,627,627,143, ,143,Hopkins Fixed Cameras,-76.59466299,39.29670899, , , , 
-8526451.7206,4764358.23600001,628,628,105, ,105,Hopkins Fixed Cameras,-76.59441899,39.297377, , , , 
-8526649.9807,4764349.8928,629,629,51, ,51,Hopkins Fixed Cameras,-76.59619999,39.29731899, , , , 
-8526784.0093,4764341.262,630,630,47, ,47,Hopkins Fixed Cameras,-76.59740399,39.297259, , , , 
-8526791.2451,4764471.7326,631,631,45, ,45,Hopkins Fixed Cameras,-76.59746899,39.29816599, , , , 
-8526689.0538,4764479.2128,632,632,49, ,49,Hopkins Fixed Cameras,-76.59655099,39.298218, , , , 
-8526594.7663,4764482.52130001,633,633,100, ,100,Hopkins Fixed Cameras,-76.595704,39.29824099, , , , 
-8526500.3672,4764488.70690001,634,634,53, ,53,Hopkins Fixed Cameras,-76.59485599,39.298284, , , , 
-8526460.0697,4764491.72770001,635,635,55, ,55,Hopkins Fixed Cameras,-76.594494,39.298305, , , , 
-8526454.3924,4764478.63730001,636,636,58, ,58,Hopkins Fixed Cameras,-76.594443,39.29821399, , , , 
-8526400.0685,4764493.3101,637,637,60, ,60,Hopkins Fixed Cameras,-76.593955,39.298316, , , , 
-8526431.1266,4764637.88030001,638,638,42, ,42,Hopkins Fixed Cameras,-76.594234,39.299321, , , , 
-8526300.4375,4764648.52520001,639,639,40, ,40,Hopkins Fixed Cameras,-76.59306,39.29939499, , , , 
-8526259.6946,4764495.89930001,640,640,62, ,62,Hopkins Fixed Cameras,-76.592694,39.29833399, , , , 
-8526191.1218,4764525.5325,641,641,37, ,37,Hopkins Fixed Cameras,-76.592078,39.29853999, , , , 
-8526203.033,4764661.1843,642,642,34, ,34,Hopkins Fixed Cameras,-76.592185,39.29948299, , , , 
-8526082.4739,4764657.58790001,643,643,29, ,29,Hopkins Fixed Cameras,-76.59110199,39.29945799, , , , 
-8526075.2382,4764532.72500001,644,644,32, ,32,Hopkins Fixed Cameras,-76.591037,39.29858999, , , , 
-8526071.5647,4764509.709,645,645,93, ,93,Hopkins Fixed Cameras,-76.591004,39.29843, , , , 
-8526032.8254,4764227.479,646,646,166, ,166,Hopkins Fixed Cameras,-76.59065599,39.29646799, , , , 
-8526040.6178,4764319.3971,647,647,168, ,168,Hopkins Fixed Cameras,-76.59072599,39.29710699, , , , 
-8526008.0012,4764350.75590001,648,648,149, ,149,Hopkins Fixed Cameras,-76.59043299,39.297325, , , , 
-8525973.0469,4764316.23250001,649,649,170, ,170,Hopkins Fixed Cameras,-76.590119,39.297085, , , , 
-8525910.1514,4764234.6713,650,650,163, ,163,Hopkins Fixed Cameras,-76.58955399,39.29651799, , , , 
-8525911.5985,4764260.7076,651,651,158, ,158,Hopkins Fixed Cameras,-76.58956699,39.296699, , , , 
-8525912.4891,4764294.36760001,652,652,156, ,156,Hopkins Fixed Cameras,-76.58957499,39.29693299, , , , 
-8525913.9362,4764324.2879,653,653,154, ,154,Hopkins Fixed Cameras,-76.58958799,39.29714099, , , , 
-8525917.6098,4764355.359,654,654,152, ,152,Hopkins Fixed Cameras,-76.589621,39.29735699, , , , 
-8525917.2759,4764379.52550001,655,655,123, ,123,Hopkins Fixed Cameras,-76.589618,39.29752499, , , , 
-8525899.0195,4764425.70080001,656,656,102, ,102,Hopkins Fixed Cameras,-76.589454,39.29784599, , , , 
-8525926.8493,4764514.4561,657,657,119, ,119,Hopkins Fixed Cameras,-76.58970399,39.298463, , , , 
-8525937.3133,4764664.7805,658,658,24, ,24,Hopkins Fixed Cameras,-76.58979799,39.29950799, , , , 
-8525900.8005,4764542.79460001,659,659,13, ,13,Hopkins Fixed Cameras,-76.58946999,39.29866, , , , 
-8525804.7318,4764468.2802,660,660,98, ,98,Hopkins Fixed Cameras,-76.58860699,39.29814199, , , , 
-8525807.1808,4764519.0592,661,661,94, ,94,Hopkins Fixed Cameras,-76.58862899,39.29849499, , , , 
-8525807.1809,4764545.24,662,662,5, ,5,Hopkins Fixed Cameras,-76.588629,39.29867699, , , , 
-8525812.5242,4764610.98,663,663,2, ,2,Hopkins Fixed Cameras,-76.588677,39.299134, , , , 
-8525735.491,4764549.4117,664,664,7, ,7,Hopkins Fixed Cameras,-76.58798499,39.298706, , , , 
-8525734.2666,4764611.5554,665,665,1, ,1,Hopkins Fixed Cameras,-76.587974,39.29913799, , , , 
-8525739.6099,4764677.7273,666,666,22, ,22,Hopkins Fixed Cameras,-76.588022,39.299598, , , , 
-8525816.0864,4764675.4257,667,667,17, ,17,Hopkins Fixed Cameras,-76.588709,39.299582, , , , 
-8525906.2551,4764670.9663,668,668,11, ,11,Hopkins Fixed Cameras,-76.58951899,39.299551, , , , 
-8528321.01,4766750.69780001,669,669,518, ,Barclay St - 21st1/2 St,BPD Cameras/518-Barclay,-76.61121111,39.3140069, , , , 
-8525588.772,4764547.7674,670,670,603, ,Monumnet/Collington,BPD Cameras/603 Monumne,-76.586667,39.29869456, , , , 
-8532771.5509,4762137.26290001,671,671,1027, ,Smallwood/Ashton,BPD Cameras/1027 Smallw,-76.651191,39.28193556, , , , 
